"Kod";"Nazwa";"ogółem;ogółem;2019;[osoba]";
2203043;"Debrzno (3)";8984;
2203044;"Debrzno - miasto (4)";5066;
2203045;"Debrzno - obszar wiejski (5)";3918;
2203052;"Koczała (2)";3356;
2203062;"Przechlewo (2)";6331;
2203072;"Rzeczenica (2)";3607;
2204000;"Powiat gdański";118489;
2204011;"Pruszcz Gdański (1)";31326;
2204022;"Cedry Wielkie (2)";6965;
2204032;"Kolbudy (2)";17839;
2204042;"Pruszcz Gdański (2)";31321;
2204052;"Przywidz (2)";5957;
2204062;"Pszczółki (2)";9713;
2204072;"Suchy Dąb (2)";4223;
2204082;"Trąbki Wielkie (2)";11145;
2205000;"Powiat kartuski";139397;
2205012;"Chmielno (2)";7805;
2205023;"Kartuzy (3)";34013;
2205024;"Kartuzy - miasto (4)";14483;
2205025;"Kartuzy - obszar wiejski (5)";19530;
2205032;"Przodkowo (2)";9663;
2205042;"Sierakowice (2)";20054;
2205052;"Somonino (2)";10814;
2205062;"Stężyca (2)";10664;
2205072;"Sulęczyno (2)";5547;
2205083;"Żukowo (3)";40837;
2205084;"Żukowo - miasto (4)";6689;
2205085;"Żukowo - obszar wiejski (5)";34148;
2206000;"Powiat kościerski";72688;
2206011;"Kościerzyna (1)";23742;
2206022;"Dziemiany (2)";4410;
2206032;"Karsin (2)";6239;
2206042;"Kościerzyna (2)";16091;
2206052;"Liniewo (2)";4597;
2206062;"Lipusz (2)";3744;
2206072;"Nowa Karczma (2)";7049;
2206082;"Stara Kiszewa (2)";6816;
2207000;"Powiat kwidzyński";83174;
2207011;"Kwidzyn (1)";38418;
2207022;"Gardeja (2)";8421;
2207032;"Kwidzyn (2)";11429;
2207043;"Prabuty (3)";13091;
2207044;"Prabuty - miasto (4)";8684;
2207045;"Prabuty - obszar wiejski (5)";4407;
2207052;"Ryjewo (2)";5831;
2207062;"Sadlinki (2)";5984;
2208000;"Powiat lęborski";66115;
2208011;"Lębork (1)";35273;
2208021;"Łeba (1)";3601;
2208032;"Cewice (2)";7577;
2208042;"Nowa Wieś Lęborska (2)";13645;
2208052;"Wicko (2)";6019;
2209000;"Powiat malborski";63470;
2209011;"Malbork (1)";38345;
2209032;"Lichnowy (2)";4613;
2209042;"Malbork (2)";4831;
2209062;"Miłoradz (2)";3348;
2209073;"Nowy Staw (3)";7637;
2209074;"Nowy Staw - miasto (4)";4233;
2209075;"Nowy Staw - obszar wiejski (5)";3404;
2209082;"Stare Pole (2)";4696;
2210000;"Powiat nowodworski";35580;
2210011;"Krynica Morska (1)";1286;
2210023;"Nowy Dwór Gdański (3)";17695;
2210024;"Nowy Dwór Gdański - miasto (4)";9888;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";7807;
2210032;"Ostaszewo (2)";3216;
2210042;"Stegna (2)";9749;
2210052;"Sztutowo (2)";3634;
2211000;"Powiat pucki";86684;
2211011;"Hel (1)";3261;
2211023;"Jastarnia (3)";3690;
2211024;"Jastarnia - miasto (4)";2708;
2211025;"Jastarnia - obszar wiejski (5)";982;
2211031;"Puck (1)";11241;
2211043;"Władysławowo (3)";15388;
2211044;"Władysławowo - miasto (4)";9931;
2211045;"Władysławowo - obszar wiejski (5)";5457;
2211052;"Kosakowo (2)";15589;
2211062;"Krokowa (2)";10816;
2211072;"Puck (2)";26699;
2212000;"Powiat słupski";98686;
2212011;"Ustka (1)";15367;
2212022;"Damnica (2)";6093;
2212032;"Dębnica Kaszubska (2)";9534;
2212042;"Główczyce (2)";8979;
2212053;"Kępice (3)";9063;
2212054;"Kępice - miasto (4)";3575;
2212055;"Kępice - obszar wiejski (5)";5488;
2212062;"Kobylnica (2)";12848;
2212072;"Potęgowo (2)";6882;
2212082;"Słupsk (2)";18206;
2212092;"Smołdzino (2)";3375;
2212102;"Ustka (2)";8339;
2213000;"Powiat starogardzki";128186;
2213013;"Czarna Woda (3)";3141;
2213014;"Czarna Woda - miasto (4)";2769;
2213015;"Czarna Woda - obszar wiejski (5)";372;
2213021;"Skórcz (1)";3623;
2213031;"Starogard Gdański (1)";47671;
2213042;"Bobowo (2)";3202;
2213052;"Kaliska (2)";5401;
2213062;"Lubichowo (2)";6646;
2213072;"Osieczna (2)";2880;
2213082;"Osiek (2)";2376;
2213093;"Skarszewy (3)";14924;
2213094;"Skarszewy - miasto (4)";7012;
2213095;"Skarszewy - obszar wiejski (5)";7912;
2213102;"Skórcz (2)";4592;
2213112;"Smętowo Graniczne (2)";5185;
2213122;"Starogard Gdański (2)";16713;
2213132;"Zblewo (2)";11832;
2214000;"Powiat tczewski";115728;
2214011;"Tczew (1)";59951;
2214023;"Gniew (3)";15443;
2214024;"Gniew - miasto (4)";6661;
2214025;"Gniew - obszar wiejski (5)";8782;
2214032;"Morzeszczyn (2)";3649;
2214043;"Pelplin (3)";16166;
2214044;"Pelplin - miasto (4)";7737;
2214045;"Pelplin - obszar wiejski (5)";8429;
2214052;"Subkowy (2)";5484;
2214062;"Tczew (2)";15035;
2215000;"Powiat wejherowski";217846;
2215011;"Reda (1)";26307;
2215021;"Rumia (1)";49230;
2215031;"Wejherowo (1)";49505;
2215042;"Choczewo (2)";5495;
2215052;"Gniewino (2)";7436;
2215062;"Linia (2)";6432;
2215072;"Luzino (2)";16539;
2215082;"Łęczyce (2)";12084;
2215092;"Szemud (2)";18240;
2215102;"Wejherowo (2)";26578;
2216000;"Powiat sztumski";41302;
2216013;"Dzierzgoń (3)";9225;
2216014;"Dzierzgoń - miasto (4)";5335;
2216015;"Dzierzgoń - obszar wiejski (5)";3890;
2216022;"Mikołajki Pomorskie (2)";3627;
2216032;"Stary Dzierzgoń (2)";3913;
2216042;"Stary Targ (2)";6246;
2216053;"Sztum (3)";18291;
2216054;"Sztum - miasto (4)";9870;
2216055;"Sztum - obszar wiejski (5)";8421;
2261000;"Powiat m.Gdańsk";470907;
2261011;"Gdańsk (1)";470907;
2262000;"Powiat m.Gdynia";246348;
2262011;"Gdynia (1)";246348;
2263000;"Powiat m.Słupsk";90681;
2263011;"Słupsk (1)";90681;
2264000;"Powiat m.Sopot";35719;
2264011;"Sopot (1)";35719;
2400000;"ŚLĄSKIE";4517635;
2401000;"Powiat będziński";148089;
2401011;"Będzin (1)";56354;
2401021;"Czeladź (1)";31405;
2401031;"Wojkowice (1)";8942;
2401042;"Bobrowniki (2)";12132;
2401052;"Mierzęcice (2)";7635;
2401062;"Psary (2)";12221;
2401073;"Siewierz (3)";12417;
2401074;"Siewierz - miasto (4)";5568;
2401075;"Siewierz - obszar wiejski (5)";6849;
2401081;"Sławków (1)";6983;
2402000;"Powiat bielski";165960;
2402011;"Szczyrk (1)";5751;
2402022;"Bestwina (2)";11909;
2402032;"Buczkowice (2)";11227;
2402043;"Czechowice-Dziedzice (3)";45489;
2402044;"Czechowice-Dziedzice - miasto (4)";35925;
2402045;"Czechowice-Dziedzice - obszar wiejski (5)";9564;
2402052;"Jasienica (2)";24419;
2402062;"Jaworze (2)";7395;
2402072;"Kozy (2)";13024;
2402082;"Porąbka (2)";15630;
2402093;"Wilamowice (3)";17695;
2402094;"Wilamowice - miasto (4)";3113;
2402095;"Wilamowice - obszar wiejski (5)";14582;
2402102;"Wilkowice (2)";13421;
2403000;"Powiat cieszyński";178191;
2403011;"Cieszyn (1)";34424;
2403021;"Ustroń (1)";16067;
2403031;"Wisła (1)";11096;
2403042;"Brenna (2)";11285;
2403052;"Chybie (2)";9825;
2403062;"Dębowiec (2)";5833;
2403072;"Goleszów (2)";13142;
2403082;"Hażlach (2)";10915;
2403092;"Istebna (2)";12159;
2403103;"Skoczów (3)";26910;
2403104;"Skoczów - miasto (4)";14302;
2403105;"Skoczów - obszar wiejski (5)";12608;
2403113;"Strumień (3)";13272;
2403114;"Strumień - miasto (4)";3697;
2403115;"Strumień - obszar wiejski (5)";9575;
2403122;"Zebrzydowice (2)";13263;
2404000;"Powiat częstochowski";134555;
2404013;"Blachownia (3)";12930;
2404014;"Blachownia - miasto (4)";9555;
2404015;"Blachownia - obszar wiejski (5)";3375;
2404022;"Dąbrowa Zielona (2)";3860;
2404032;"Janów (2)";5984;
2404042;"Kamienica Polska (2)";5567;
2404052;"Kłomnice (2)";13471;
2404063;"Koniecpol (3)";9408;
2404064;"Koniecpol - miasto (4)";5902;
2404065;"Koniecpol - obszar wiejski (5)";3506;
2404072;"Konopiska (2)";10736;
2404082;"Kruszyna (2)";4806;
2404092;"Lelów (2)";4824;
2404102;"Mstów (2)";10834;
2404112;"Mykanów (2)";15104;
2404122;"Olsztyn (2)";7810;
2404132;"Poczesna (2)";12707;
2404142;"Przyrów (2)";3752;
2404152;"Rędziny (2)";9933;
2404162;"Starcza (2)";2829;
2405000;"Powiat gliwicki";115528;
2405011;"Knurów (1)";38112;
2405021;"Pyskowice (1)";18429;
2405032;"Gierałtowice (2)";12183;
2405042;"Pilchowice (2)";12013;
2405052;"Rudziniec (2)";10643;
2405063;"Sośnicowice (3)";8909;
2405064;"Sośnicowice - miasto (4)";1906;
2405065;"Sośnicowice - obszar wiejski (5)";7003;
2405073;"Toszek (3)";9383;
2405074;"Toszek - miasto (4)";3589;
2405075;"Toszek - obszar wiejski (5)";5794;
2405082;"Wielowieś (2)";5856;
2406000;"Powiat kłobucki";84591;
2406013;"Kłobuck (3)";20327;
2406014;"Kłobuck - miasto (4)";12862;
2406015;"Kłobuck - obszar wiejski (5)";7465;
2406023;"Krzepice (3)";9111;
2406024;"Krzepice - miasto (4)";4421;
2406025;"Krzepice - obszar wiejski (5)";4690;
2406032;"Lipie (2)";6224;
2406042;"Miedźno (2)";7548;
2406052;"Opatów (2)";6818;
2406062;"Panki (2)";5039;
2406072;"Popów (2)";5874;
2406082;"Przystajń (2)";5876;
2406092;"Wręczyca Wielka (2)";17774;
2407000;"Powiat lubliniecki";76451;
2407011;"Lubliniec (1)";23757;
2407022;"Boronów (2)";3436;
2407032;"Ciasna (2)";7454;
2407042;"Herby (2)";6797;
2407052;"Kochanowice (2)";6938;
2407062;"Koszęcin (2)";11815;
2407072;"Pawonków (2)";6635;
2407083;"Woźniki (3)";9619;
2407084;"Woźniki - miasto (4)";4297;
2407085;"Woźniki - obszar wiejski (5)";5322;
2408000;"Powiat mikołowski";98990;
2408011;"Łaziska Górne (1)";22202;
2408021;"Mikołów (1)";41014;
2408031;"Orzesze (1)";21189;
2408042;"Ornontowice (2)";6176;
2408052;"Wyry (2)";8409;
2409000;"Powiat myszkowski";70880;
2409011;"Myszków (1)";31585;
2409023;"Koziegłowy (3)";14320;
2409024;"Koziegłowy - miasto (4)";2445;
2409025;"Koziegłowy - obszar wiejski (5)";11875;
2409032;"Niegowa (2)";5608;
2409042;"Poraj (2)";10914;
2409053;"Żarki (3)";8453;
2409054;"Żarki - miasto (4)";4567;
2409055;"Żarki - obszar wiejski (5)";3886;
2410000;"Powiat pszczyński";111539;
2410012;"Goczałkowice-Zdrój (2)";6755;
2410022;"Kobiór (2)";4905;
2410032;"Miedźna (2)";16590;
2410042;"Pawłowice (2)";18172;
2410053;"Pszczyna (3)";52770;
2410054;"Pszczyna - miasto (4)";25833;
2410055;"Pszczyna - obszar wiejski (5)";26937;
2410062;"Suszec (2)";12347;
2411000;"Powiat raciborski";108211;
2411011;"Racibórz (1)";54739;
2411022;"Kornowac (2)";5159;
2411033;"Krzanowice (3)";5742;
2411034;"Krzanowice - miasto (4)";2166;
2411035;"Krzanowice - obszar wiejski (5)";3576;
2411042;"Krzyżanowice (2)";11274;
2411053;"Kuźnia Raciborska (3)";11768;
2411054;"Kuźnia Raciborska - miasto (4)";5305;
2411055;"Kuźnia Raciborska - obszar wiejski (5)";6463;
2411062;"Nędza (2)";7453;
2411072;"Pietrowice Wielkie (2)";6883;
2411082;"Rudnik (2)";5193;
2412000;"Powiat rybnicki";78213;
2412013;"Czerwionka-Leszczyny (3)";42121;
2412014;"Czerwionka-Leszczyny - miasto (4)";28134;
2412015;"Czerwionka-Leszczyny - obszar wiejski (5)";13987;
2412022;"Gaszowice (2)";9798;
2412032;"Jejkowice (2)";4154;
2412042;"Lyski (2)";9654;
2412052;"Świerklany (2)";12486;
2413000;"Powiat tarnogórski";140519;
2413011;"Kalety (1)";8589;
2413021;"Miasteczko Śląskie (1)";7442;
2413031;"Radzionków (1)";16873;
2413041;"Tarnowskie Góry (1)";61686;
2413052;"Krupski Młyn (2)";3185;
2413062;"Ożarowice (2)";5795;
2413072;"Świerklaniec (2)";12401;
2413082;"Tworóg (2)";8287;
2413092;"Zbrosławice (2)";16261;
2414000;"Powiat bieruńsko-lędziński";59776;
2414011;"Bieruń (1)";19507;
2414021;"Imielin (1)";9189;
2414031;"Lędziny (1)";16798;
2414042;"Bojszowy (2)";7924;
2414052;"Chełm Śląski (2)";6358;
2415000;"Powiat wodzisławski";157088;
2415011;"Pszów (1)";13844;
2415021;"Radlin (1)";17759;
2415031;"Rydułtowy (1)";21514;
2415041;"Wodzisław Śląski (1)";47813;
2415052;"Godów (2)";13813;
2415062;"Gorzyce (2)";21338;
2415072;"Lubomia (2)";7912;
2415082;"Marklowice (2)";5405;
2415092;"Mszana (2)";7690;
2416000;"Powiat zawierciański";117624;
2416011;"Poręba (1)";8480;
2416021;"Zawiercie (1)";49204;
2416032;"Irządze (2)";2601;
2416042;"Kroczyce (2)";6306;
2416053;"Łazy (3)";15893;
2416054;"Łazy - miasto (4)";6798;
2416055;"Łazy - obszar wiejski (5)";9095;
2416063;"Ogrodzieniec (3)";9061;
2416064;"Ogrodzieniec - miasto (4)";4258;
2416065;"Ogrodzieniec - obszar wiejski (5)";4803;
2416073;"Pilica (3)";8570;
2416074;"Pilica - miasto (4)";1917;
2416075;"Pilica - obszar wiejski (5)";6653;
2416083;"Szczekociny (3)";7658;
2416084;"Szczekociny - miasto (4)";3595;
2416085;"Szczekociny - obszar wiejski (5)";4063;
2416092;"Włodowice (2)";5254;
2416102;"Żarnowiec (2)";4597;
2417000;"Powiat żywiecki";152756;
2417011;"Żywiec (1)";31091;
2417022;"Czernichów (2)";6740;
2417032;"Gilowice (2)";6251;
2417042;"Jeleśnia (2)";13275;
2417052;"Koszarawa (2)";2367;
2417062;"Lipowa (2)";10846;
2417072;"Łękawica (2)";4552;
2417082;"Łodygowice (2)";14567;
2417092;"Milówka (2)";10067;
2417102;"Radziechowy-Wieprz (2)";13079;
2417112;"Rajcza (2)";8810;
2417122;"Ślemień (2)";3531;
2417132;"Świnna (2)";8070;
2417142;"Ujsoły (2)";4430;
2417152;"Węgierska Górka (2)";15080;
2461000;"Powiat m.Bielsko-Biała";170663;
2461011;"Bielsko-Biała (1)";170663;
2462000;"Powiat m.Bytom";165263;
2462011;"Bytom (1)";165263;
2463000;"Powiat m.Chorzów";107807;
2463011;"Chorzów (1)";107807;
2464000;"Powiat m.Częstochowa";220433;
2464011;"Częstochowa (1)";220433;
2465000;"Powiat m.Dąbrowa Górnicza";119373;
2465011;"Dąbrowa Górnicza (1)";119373;
2466000;"Powiat m.Gliwice";178603;
2466011;"Gliwice (1)";178603;
2467000;"Powiat m.Jastrzębie-Zdrój";88743;
2467011;"Jastrzębie-Zdrój (1)";88743;
2468000;"Powiat m.Jaworzno";91115;
2468011;"Jaworzno (1)";91115;
2469000;"Powiat m.Katowice";292774;
2469011;"Katowice (1)";292774;
2470000;"Powiat m.Mysłowice";74618;
2470011;"Mysłowice (1)";74618;
2471000;"Powiat m.Piekary Śląskie";55030;
2471011;"Piekary Śląskie (1)";55030;
2472000;"Powiat m.Ruda Śląska";137360;
2472011;"Ruda Śląska (1)";137360;
2473000;"Powiat m.Rybnik";138098;
2473011;"Rybnik (1)";138098;
2474000;"Powiat m.Siemianowice Śląskie";66841;
2474011;"Siemianowice Śląskie (1)";66841;
2475000;"Powiat m.Sosnowiec";199974;
2475011;"Sosnowiec (1)";199974;
2476000;"Powiat m.Świętochłowice";49557;
2476011;"Świętochłowice (1)";49557;
2477000;"Powiat m.Tychy";127590;
2477011;"Tychy (1)";127590;
2478000;"Powiat m.Zabrze";172360;
2478011;"Zabrze (1)";172360;
2479000;"Powiat m.Żory";62472;
2479011;"Żory (1)";62472;
2600000;"ŚWIĘTOKRZYSKIE";1233961;
2601000;"Powiat buski";71596;
2601013;"Busko-Zdrój (3)";32189;
2601014;"Busko-Zdrój - miasto (4)";15786;
2601015;"Busko-Zdrój - obszar wiejski (5)";16403;
2601022;"Gnojno (2)";4351;
2601033;"Nowy Korczyn (3)";5916;
2601034;"Nowy Korczyn - miasto (4)";938;
2601035;"Nowy Korczyn - obszar wiejski (5)";4978;
2601043;"Pacanów (3)";7322;
2601044;"Pacanów - miasto (4)";1121;
2601045;"Pacanów - obszar wiejski (5)";6201;
2601052;"Solec-Zdrój (2)";5036;
2601063;"Stopnica (3)";7589;
2601064;"Stopnica - miasto (4)";1415;
2601065;"Stopnica - obszar wiejski (5)";6174;
2601072;"Tuczępy (2)";3740;
2601083;"Wiślica (3)";5453;
2601084;"Wiślica - miasto (4)";504;
2601085;"Wiślica - obszar wiejski (5)";4949;
2602000;"Powiat jędrzejowski";85379;
2602012;"Imielno (2)";4338;
2602023;"Jędrzejów (3)";27898;
2602024;"Jędrzejów - miasto (4)";15014;
2602025;"Jędrzejów - obszar wiejski (5)";12884;
2602033;"Małogoszcz (3)";11536;
2602034;"Małogoszcz - miasto (4)";3726;
2602035;"Małogoszcz - obszar wiejski (5)";7810;
2602042;"Nagłowice (2)";4915;
2602052;"Oksa (2)";4574;
2602063;"Sędziszów (3)";12413;
2602064;"Sędziszów - miasto (4)";6408;
2602065;"Sędziszów - obszar wiejski (5)";6005;
2602072;"Słupia (2)";4290;
2602082;"Sobków (2)";8466;
2602092;"Wodzisław (2)";6949;
2603000;"Powiat kazimierski";33619;
2603012;"Bejsce (2)";3997;
2603022;"Czarnocin (2)";3758;
2603033;"Kazimierza Wielka (3)";16118;
2603034;"Kazimierza Wielka - miasto (4)";5523;
2603035;"Kazimierza Wielka - obszar wiejski (5)";10595;
2603043;"Opatowiec (3)";3283;
2603044;"Opatowiec - miasto (4)";338;
2603045;"Opatowiec - obszar wiejski (5)";2945;
2603053;"Skalbmierz (3)";6463;
2603054;"Skalbmierz - miasto (4)";1275;
2603055;"Skalbmierz - obszar wiejski (5)";5188;
2604000;"Powiat kielecki";211259;
2604012;"Bieliny (2)";10299;
2604023;"Bodzentyn (3)";11479;
2604024;"Bodzentyn - miasto (4)";2211;
2604025;"Bodzentyn - obszar wiejski (5)";9268;
2604033;"Chęciny (3)";15111;
2604034;"Chęciny - miasto (4)";4430;
2604035;"Chęciny - obszar wiejski (5)";10681;
2604043;"Chmielnik (3)";11264;
2604044;"Chmielnik - miasto (4)";3662;
2604045;"Chmielnik - obszar wiejski (5)";7602;
2604053;"Daleszyce (3)";15865;
2604054;"Daleszyce - miasto (4)";2883;
2604055;"Daleszyce - obszar wiejski (5)";12982;
2604062;"Górno (2)";14559;
2604073;"Łagów (3)";6880;
2604074;"Łagów - miasto (4)";1562;
2604075;"Łagów - obszar wiejski (5)";5318;
2604082;"Łopuszno (2)";8984;
2604092;"Masłów (2)";11063;
2604102;"Miedziana Góra (2)";11632;
2604112;"Mniów (2)";9346;
2604123;"Morawica (3)";16756;
2604124;"Morawica - miasto (4)";1716;
2604125;"Morawica - obszar wiejski (5)";15040;
2604133;"Nowa Słupia (3)";9471;
2604134;"Nowa Słupia - miasto (4)";1373;
2604135;"Nowa Słupia - obszar wiejski (5)";8098;
2604142;"Piekoszów (2)";16489;
2604153;"Pierzchnica (3)";4700;
2604154;"Pierzchnica - miasto (4)";1178;
2604155;"Pierzchnica - obszar wiejski (5)";3522;
2604162;"Raków (2)";5595;
2604172;"Sitkówka-Nowiny (2)";7910;
2604182;"Strawczyn (2)";10874;
2604192;"Zagnańsk (2)";12982;
2605000;"Powiat konecki";79858;
2605012;"Fałków (2)";4393;
2605022;"Gowarczów (2)";4583;
2605033;"Końskie (3)";35112;
2605034;"Końskie - miasto (4)";19080;
2605035;"Końskie - obszar wiejski (5)";16032;
2605043;"Radoszyce (3)";8891;
2605044;"Radoszyce - miasto (4)";3140;
2605045;"Radoszyce - obszar wiejski (5)";5751;
2605052;"Ruda Maleniecka (2)";3069;
2605062;"Słupia Konecka (2)";3319;
2605072;"Smyków (2)";3792;
2605083;"Stąporków (3)";16699;
2605084;"Stąporków - miasto (4)";5630;
2605085;"Stąporków - obszar wiejski (5)";11069;
2606000;"Powiat opatowski";52089;
2606012;"Baćkowice (2)";4868;
2606022;"Iwaniska (2)";6616;
2606032;"Lipnik (2)";5206;
2606043;"Opatów (3)";11663;
2606044;"Opatów - miasto (4)";6457;
2606045;"Opatów - obszar wiejski (5)";5206;
2606053;"Ożarów (3)";10662;
2606054;"Ożarów - miasto (4)";4534;
2606055;"Ożarów - obszar wiejski (5)";6128;
2606062;"Sadowie (2)";3929;
2606072;"Tarłów (2)";5139;
2606082;"Wojciechowice (2)";4006;
2607000;"Powiat ostrowiecki";108964;
2607011;"Ostrowiec Świętokrzyski (1)";68338;
2607022;"Bałtów (2)";3410;
2607032;"Bodzechów (2)";13326;
2607043;"Ćmielów (3)";7330;
2607044;"Ćmielów - miasto (4)";3021;
2607045;"Ćmielów - obszar wiejski (5)";4309;
2607053;"Kunów (3)";9779;
2607054;"Kunów - miasto (4)";2936;
2607055;"Kunów - obszar wiejski (5)";6843;
2607062;"Waśniów (2)";6781;
2608000;"Powiat pińczowski";38926;
2608013;"Działoszyce (3)";4900;
2608014;"Działoszyce - miasto (4)";897;
2608015;"Działoszyce - obszar wiejski (5)";4003;
2608022;"Kije (2)";4373;
2608032;"Michałów (2)";4564;
2608043;"Pińczów (3)";20626;
2608044;"Pińczów - miasto (4)";10717;
2608045;"Pińczów - obszar wiejski (5)";9909;
2608052;"Złota (2)";4463;
2609000;"Powiat sandomierski";77017;
2609011;"Sandomierz (1)";23362;
2609022;"Dwikozy (2)";8709;
2609032;"Klimontów (2)";7994;
2609043;"Koprzywnica (3)";6634;
2609044;"Koprzywnica - miasto (4)";2461;
2609045;"Koprzywnica - obszar wiejski (5)";4173;
2609052;"Łoniów (2)";7451;
2609062;"Obrazów (2)";6375;
2609072;"Samborzec (2)";8420;
2609082;"Wilczyce (2)";3687;
2609093;"Zawichost (3)";4385;
2609094;"Zawichost - miasto (4)";1754;
2609095;"Zawichost - obszar wiejski (5)";2631;
2610000;"Powiat skarżyski";73991;
2610011;"Skarżysko-Kamienna (1)";44848;
2610022;"Bliżyn (2)";8037;
2610032;"Łączna (2)";5008;
2610042;"Skarżysko Kościelne (2)";5988;
2610053;"Suchedniów (3)";10110;
2610054;"Suchedniów - miasto (4)";8323;
2610055;"Suchedniów - obszar wiejski (5)";1787;
2611000;"Powiat starachowicki";89576;
2611011;"Starachowice (1)";48395;
2611022;"Brody (2)";10870;
2611032;"Mirzec (2)";8260;
2611042;"Pawłów (2)";15240;
2611053;"Wąchock (3)";6811;
2611054;"Wąchock - miasto (4)";2768;
2611055;"Wąchock - obszar wiejski (5)";4043;
2612000;"Powiat staszowski";71776;
2612012;"Bogoria (2)";7692;
2612022;"Łubnice (2)";4102;
2612033;"Oleśnica (3)";3880;
2612034;"Oleśnica - miasto (4)";1839;
2612035;"Oleśnica - obszar wiejski (5)";2041;
2612043;"Osiek (3)";7689;
2612044;"Osiek - miasto (4)";1991;
2612045;"Osiek - obszar wiejski (5)";5698;
2612053;"Połaniec (3)";11764;
2612054;"Połaniec - miasto (4)";8072;
2612055;"Połaniec - obszar wiejski (5)";3692;
2612062;"Rytwiany (2)";6371;
2612073;"Staszów (3)";25599;
2612074;"Staszów - miasto (4)";14649;
2612075;"Staszów - obszar wiejski (5)";10950;
2612083;"Szydłów (3)";4679;
2612084;"Szydłów - miasto (4)";1101;
2612085;"Szydłów - obszar wiejski (5)";3578;
2613000;"Powiat włoszczowski";45059;
2613012;"Kluczewsko (2)";5197;
2613022;"Krasocin (2)";10620;
2613032;"Moskorzew (2)";2640;
2613042;"Radków (2)";2499;
2613052;"Secemin (2)";4811;
2613063;"Włoszczowa (3)";19292;
2613064;"Włoszczowa - miasto (4)";9924;
2613065;"Włoszczowa - obszar wiejski (5)";9368;
2661000;"Powiat m.Kielce";194852;
2661011;"Kielce (1)";194852;
2800000;"WARMIŃSKO-MAZURSKIE";1422737;
2801000;"Powiat bartoszycki";57231;
2801011;"Bartoszyce (1)";23284;
2801021;"Górowo Iławeckie (1)";3940;
2801032;"Bartoszyce (2)";10715;
2801043;"Bisztynek (3)";6299;
2801044;"Bisztynek - miasto (4)";2359;
2801045;"Bisztynek - obszar wiejski (5)";3940;
2801052;"Górowo Iławeckie (2)";6811;
2801063;"Sępopol (3)";6182;
2801064;"Sępopol - miasto (4)";1941;
2801065;"Sępopol - obszar wiejski (5)";4241;
2802000;"Powiat braniewski";41034;
2802011;"Braniewo (1)";16992;
2802022;"Braniewo (2)";6031;
2802033;"Frombork (3)";3555;
2802034;"Frombork - miasto (4)";2326;
2802035;"Frombork - obszar wiejski (5)";1229;
2802042;"Lelkowo (2)";2817;
2802053;"Pieniężno (3)";6183;
2802054;"Pieniężno - miasto (4)";2712;
2802055;"Pieniężno - obszar wiejski (5)";3471;
2802062;"Płoskinia (2)";2486;
2802072;"Wilczęta (2)";2970;
2803000;"Powiat działdowski";65139;
2803011;"Działdowo (1)";21274;
2803022;"Działdowo (2)";9821;
2803032;"Iłowo-Osada (2)";7192;
2803043;"Lidzbark (3)";14052;
2803044;"Lidzbark - miasto (4)";7741;
2803045;"Lidzbark - obszar wiejski (5)";6311;
2803052;"Płośnica (2)";5604;
2803062;"Rybno (2)";7196;
2804000;"Powiat elbląski";57211;
2804012;"Elbląg (2)";7563;
2804022;"Godkowo (2)";3011;
2804032;"Gronowo Elbląskie (2)";5127;
2804042;"Markusy (2)";4048;
2804052;"Milejewo (2)";3419;
2804063;"Młynary (3)";4406;
2804064;"Młynary - miasto (4)";1765;
2804065;"Młynary - obszar wiejski (5)";2641;
2804073;"Pasłęk (3)";19313;
2804074;"Pasłęk - miasto (4)";12178;
2804075;"Pasłęk - obszar wiejski (5)";7135;
2804082;"Rychliki (2)";3753;
2804093;"Tolkmicko (3)";6571;
2804094;"Tolkmicko - miasto (4)";2663;
2804095;"Tolkmicko - obszar wiejski (5)";3908;
2805000;"Powiat ełcki";91560;
2805011;"Ełk (1)";62109;
2805022;"Ełk (2)";11820;
2805032;"Kalinowo (2)";6660;
2805042;"Prostki (2)";7238;
2805052;"Stare Juchy (2)";3733;
2806000;"Powiat giżycki";56565;
2806011;"Giżycko (1)";29307;
2806042;"Giżycko (2)";8510;
2806052;"Kruklanki (2)";3125;
2806062;"Miłki (2)";3722;
2806083;"Ryn (3)";5668;
2806084;"Ryn - miasto (4)";2843;
2806085;"Ryn - obszar wiejski (5)";2825;
2806102;"Wydminy (2)";6233;
2807000;"Powiat iławski";92879;
2807011;"Iława (1)";33327;
2807021;"Lubawa (1)";10388;
2807032;"Iława (2)";12988;
2807043;"Kisielice (3)";5997;
2807044;"Kisielice - miasto (4)";2100;
2807045;"Kisielice - obszar wiejski (5)";3897;
2807052;"Lubawa (2)";10689;
2807063;"Susz (3)";12727;
2807064;"Susz - miasto (4)";5567;
2807065;"Susz - obszar wiejski (5)";7160;
2807073;"Zalewo (3)";6763;
2807074;"Zalewo - miasto (4)";2141;
2807075;"Zalewo - obszar wiejski (5)";4622;
2808000;"Powiat kętrzyński";62283;
2808011;"Kętrzyn (1)";27056;
2808022;"Barciany (2)";6109;
2808032;"Kętrzyn (2)";8230;
2808043;"Korsze (3)";9646;
2808044;"Korsze - miasto (4)";4193;
2808045;"Korsze - obszar wiejski (5)";5453;
2808053;"Reszel (3)";7488;
2808054;"Reszel - miasto (4)";4550;
2808055;"Reszel - obszar wiejski (5)";2938;
